conceptUri,preferredLabel,altLabels,skillType,reuseLevel,description
http://data.europa.eu/esco/skill/06e347f2-2504-4ee8-b7f7-8d9542f56207,translate keywords into full texts,"translating keywords into full texts
convert keywords into full texts
translate keywords into full text
transcribe keywords into full texts
translate keyword into full texts
translate full texts from keywords",skill/competence,cross-sector,"Draft e-mails, letters and other written documents on the basis of keywords or key concepts outlining the content. Choose the appropriate format and language style according to the type of document."
http://data.europa.eu/esco/skill/07022138-d9c9-48cb-81da-6a18cba5c3be,theoretical lexicography,"lexicon studies
the study of lexicon",knowledge,cross-sector,"The academic field dealing with the syntagmatic, paradigmatic, and semantic relationships within the vocabulary of a certain language."
http://data.europa.eu/esco/skill/07090471-265a-48ec-b744-72b357e801ed,handle children's problems,"manage child's problem
diagnose mental disorders in children
manage problems of children's psychological development
manage a child's problems
manage problems of children
diagnose children's problems
manage children's problems",skill/competence,cross-sector,"Promote the prevention, early detection, and management of children`s problems, focusing on developmental delays and disorders, behavioural problems, functional disabilities, social stresses, mental disorders including depression, and anxiety disorders."
http://data.europa.eu/esco/skill/07197605-141a-4c85-8995-00614de16c87,demonstrate proficiency in packaging standards,"display proficiency in packaging standards
demonstrate proficiency in a packaging standard
show proficiency in packaging standards
demonstrating proficiency in packaging standards
demonstrating proficiency in a packaging standard
establish proficiency in packaging standards
determine proficiency in packaging standards",skill/competence,cross-sector,Work in accordance with the latest developments in domestic and international packaging standards and procedures.
http://data.europa.eu/esco/skill/071c7f1d-f659-4b96-a222-b21012297f3b,energy market,"trading energy
energy trading
market for energy
trading of energy
energy market trends
energy trading market",knowledge,cross-sector,"The trends and major driving factors in the energy trading market, energy trades methodologies and practice, and the identification of the major stakeholders in the energy sector."
http://data.europa.eu/esco/skill/072a702d-70c3-4959-91c7-85e69d143894,manage a healthcare unit budget,"collaborate in budget planning processes
work on healthcare unit budget
manage the budgets of healthcare units
manage a health-care unit budget
collaborate in budget planning
manage a healt-care unit-budget
prepare healthcare unit budget
manage the budget of a healthcare unit",skill/competence,cross-sector,Manage a healthcare unit budget. Collaborate in budget planning processes including cost of supplies needed for adequate health services and management.
http://data.europa.eu/esco/skill/073a58a6-08b5-4727-abd0-890ce615af77,protection from natural elements,"defence against natural elements
protection from the elements
shelter from natural elements",knowledge,cross-sector,"Forces of nature, such as weather patterns and seasonal conditions, their characteristics and any means of protection against them."
http://data.europa.eu/esco/skill/075c68d7-efe4-4466-be4a-9acc726504df,mergers and acquisitions,"transferring ownership or combining companies
acquisitions and mergers
transferring ownership or combining businesses",knowledge,cross-sector,"The process of joining together separate companies and relatively equal in size, and the purchase of a smaller company by a bigger one. The financial deals, the legal implications, and the consolidation of financial records and statements at the end of the fiscal year."
http://data.europa.eu/esco/skill/0760bfac-9a03-427a-ad84-ccd33a2f2ae8,mathematical modelling,"mathematical computation
mathematical representation
mathematical simulation",knowledge,cross-sector,"The process of establishing a mathematical representation problem, such as equations, of a real-word to provide insights, discover new features about the problematic scenario, better understand the original problem or to make predictions about it."
http://data.europa.eu/esco/skill/0761f325-13e7-49f4-a41a-ec64ba4e7b9d,manage government-funded programmes,"manage government-funded programs
supervise state-funded programmes
administer government-funded programmes
administer state-funded programmes
oversee government-funded programmes
maintain state-funded programmes
supervise government-funded programmes
maintain government-funded programmes
oversee state-funded programmes",skill/competence,cross-sector,"Implement and monitor the development of projects subsidized by regional, national or European authorities."
http://data.europa.eu/esco/skill/078098e1-01f7-4654-9ddd-016f4063b54d,cooperate with education professionals,"collaborate with training professionals
participate with training professionals
work with training professionals
participate with education professionals
work with education professionals
collaborate with education professionals",skill/competence,cross-sector,"Communicate with teachers or other professionals working in education in order to identify needs and areas of improvement in education systems, and to establish a collaborative relationship."
http://data.europa.eu/esco/skill/078861f5-b901-48a5-951e-a3ad0a4fa0bd,operate warehouse materials,"run warehouse materials
operating warehouse materials
undertake warehouse materials
conduct warehouse materials
perform warehouse materials
operate warehouse material
operation of warehouse materials",skill/competence,cross-sector,"Be able to operate pallet jack and similar motorised warehouse equipment, for loading and storage purposes."
http://data.europa.eu/esco/skill/078a25a4-1ac2-4c83-b0ed-8f8573c4633a,interact verbally in Occitan,"speak Languedoc
communicate verbally in Occitan
speak Provençal
speak Occitan
verbally interact in Occitan",skill/competence,transversal,Communicate orally in ​Occitan.
http://data.europa.eu/esco/skill/079079fd-7918-491b-8302-34bec3e10d5d,respond to visitor complaints,"respond to visitor's complaints
respond to complaints from visitors
reply to visitor complaints
responding to visitor complaints
answer visitor complaints",skill/competence,cross-sector,"Respond to visitors complaints, in a correct and polite manner, offering a solution when possible and taking action when necessary."
http://data.europa.eu/esco/skill/0799a646-288c-4fcd-a6fd-d97a41c1bf5b,interact verbally in Czech,"communicate verbally in Czech
speak Czech
verbally interact in Czech",skill/competence,transversal,Communicate orally in Czech.
http://data.europa.eu/esco/skill/07aa096a-bb4e-4380-b9f2-97fd70da2a82,glass tempering,"heat treating glass
glass tempering technique
heat treatment of glass
tempering of glass
temper glass
heat-treat glass
tempering glass",knowledge,cross-sector,Technique of treating glass with high temperatures to increase its durability and safety.
http://data.europa.eu/esco/skill/07cacd8e-6aaf-4cab-abeb-28319f454606,understand written Ukrainian,"read Ukrainian
make sense of written Ukrainian
understand Ukrainian writing
comprehend written Ukrainian
interpret written Ukrainian",skill/competence,transversal,Read and comprehend written texts in Ukrainian.
http://data.europa.eu/esco/skill/07d1dd29-4954-48f0-b807-6df53a7bceb2,theories of personality,"personality theories
theoretical concepts of personality
personality theory
theory of personality",knowledge,cross-sector,"Theoretical conceptions of personality, such as psychodynamic theory, humanistic theory or behaviorism."
http://data.europa.eu/esco/skill/07d3074b-f5cd-420a-bdf8-c8d643563ea5,respect publication formats,"conform to publication formats
adhere to publication formats
respecting publication formats
respect formats for publication
comply with publication formats
respect publication format",skill/competence,cross-sector,Submit text material for printing purposes. Always respect the required and expected publication formats.
